,fens,eval_move_final,preds_num
4175299,3q1k2/5pbR/1r1p1Np1/3P2P1/4PQ2/1p3P2/1PrpbBK1/7R w - - 2 38,0.0,151.66997
7337595,r6k/4Npbp/3n2p1/qb4B1/5QP1/3N3P/2p2P2/4R1K1 w - - 6 33,0.0,151.62175
13562769,4r1k1/p3r3/2pRP1q1/2P2p2/5Pp1/4QnP1/PB3KR1/8 w - - 2 34,0.37200000000000005,151.5335
8552782,3q2k1/8/3P1p2/p1b2r1p/2N2rnP/1PQ5/1B3PR1/5RK1 w - - 0 33,0.0,151.50937
4591975,2b2r1k/n1Q3bp/3R4/1r1Nqp2/p3p3/2P1N1PB/P4P1P/3R2K1 b - - 16 32,0.0,151.50485
13523943,5r2/rq4kp/p2PRn2/Ppp2QN1/5P2/6PK/1P3P1P/8 b - - 6 28,0.02,151.48596
12265092,3r2k1/5p1p/2Q3pb/p3r3/2Ppp1n1/1P1P2Pq/P1N1PP1P/R3RNK1 w - - 1 24,0.0,151.4848
12811150,br1r2k1/2R2pp1/1n2p2p/Q3P1qP/4P1n1/1p4N1/1B3PB1/3R2K1 w - - 3 33,0.0,151.4357
12795419,3r2k1/1p6/2p5/p1Prn3/P2N1pp1/1NR4n/1PB4K/4R3 w - - 0 33,0.008,151.426
11539177,4rrk1/p4n1p/1pN5/3B4/2R3pq/1P2B1bb/P2Q2R1/6K1 w - - 2 38,0.0,151.28094
7953035,5qk1/1pr2Nbr/4P3/p1nP2R1/5p2/8/PPQK1P2/6R1 b - - 0 32,0.0,151.09305
710019,6k1/5p2/3qpn2/8/pRP3P1/P3pPpK/3rP3/5QN1 w - - 2 39,0.066,151.08931
12592751,6k1/qp2b3/3pN3/1b1Pp1P1/4Pp2/4Nr2/P1R3Qp/7K b - - 1 40,0.0,151.06949
8185783,1r3rk1/p3npp1/2n4p/3pPB1P/3P1Q1N/1bq1B1P1/2p2R2/2R3K1 w - - 4 27,0.17800000000000002,150.89264
12652345,2k1r3/1bnRb3/2p1PpQ1/2q2N1p/1p6/2P3P1/5PBP/6K1 b - - 0 31,0.0,150.89214
8961592,3rr2k/7p/1p2P3/p2n2q1/P1Qpp1N1/1P2b1PB/4R2P/4R2K w - - 2 39,0.126,150.88704
13994715,1r1r2k1/p4pp1/1qp1p2p/3nN2P/n3NP2/bP4R1/P1PBQ1P1/1K1R4 b - - 8 24,0.0,150.85039
12592667,3r4/1p2qp2/1bb4k/p2BP1pP/2P2n1P/1P3QR1/P4P1K/4R3 b - - 0 37,0.0,150.83604
2910995,6k1/1p6/p1bP1p1p/4n1p1/2P3P1/2Q1NPK1/7P/1qB5 b - - 3 39,0.0,150.81851
3315944,4r1k1/pR3p1p/4r1pB/3n4/q2n4/3B2QP/5PPK/2R5 b - - 4 26,1.0,150.74745
11129380,5rk1/6pp/2p1r3/3p3q/4nb2/1P3N1P/PB2BP2/3RRQK1 w - - 1 27,0.07,150.73267
5407101,3r2k1/1b2q1pp/pp2P3/4N3/nP3r2/4NP1P/2R1Q1RK/8 b - - 0 33,0.0,150.63094
1817005,2b1rn1k/7p/7r/1p1PpRR1/2p1N2q/4Q2P/1P2B1P1/7K b - - 0 31,0.0,150.6097
1817622,3r4/p4k2/1p4p1/2p2n2/2P2P2/3nq2B/P6K/3R1QR1 w - - 2 30,0.0,150.52036
4060902,6k1/pb2p3/3pr3/2p5/2P1qPr1/1Pb1BNPp/P3RQ2/5RK1 w - - 1 34,0.0,150.47615
3353549,q1r5/2P2rkp/3B1pp1/pR1P1b2/3N4/5P1P/6PK/Q7 b - - 2 36,0.364,150.44127
5741282,8/1n2r1k1/p3q1p1/1p1Rp1Qp/1Pr1N3/5P1P/6P1/3R3K b - - 7 38,0.0,150.43907
5422514,r4rk1/bpQ2pp1/p7/1q2pNP1/4Pn1p/1PP2N1P/1P3P2/3RK2R w - - 1 24,0.0,150.40605
13917536,6k1/Q4pp1/5n1p/3PpN2/1q6/3R1B1P/br3PPK/8 b - - 0 37,0.0,150.367
9987703,1r6/pNr2ppk/PbbNp1qp/2p5/2P1PP2/3R3P/4Q1PK/3R4 b - - 4 37,0.0,150.24107
12503667,r2q4/pp2Nr1k/4Nn1n/1PPpRP1p/8/2Q3Pb/P7/4R1K1 b - - 2 39,1.0,150.21475
4228996,5r2/2R2rk1/1p4p1/1P2p3/Q2n1q2/3P1PNp/4PK2/2R5 w - - 2 36,0.324,150.19379
2507142,1r1qr1k1/6b1/2p5/p1N2p2/PnPp2nR/BN1PpKP1/4P3/R1Q5 w - - 1 28,0.0,150.18405
2091780,6k1/2Nq1p2/1ppP2p1/p4P1p/2P1nQ2/1P4rP/P6K/3R4 b - - 1 31,0.0,150.00284
11640836,3r4/2p3pk/1p1qPr1p/1P2RP2/2pB4/2PbR1Q1/6PK/8 b - - 8 39,0.0,150.00125
11305009,r2k4/p2p1p2/1pbNpn2/4N1p1/3P2P1/QKPB2q1/PP5r/R7 b - - 3 24,0.2,149.99835
3331860,3rr1k1/1q3pp1/p1np3p/3N1Qb1/1PRPP3/6BP/5RP1/7K b - - 9 32,0.0,149.95587
6525260,7k/2rb2b1/p1p3p1/N1Pp4/PP1Np3/1Q4P1/1B1q4/5BK1 w - - 2 40,0.0,149.94412
10485806,4r1k1/p3bpp1/1p6/2qrPP1Q/5RN1/3p2P1/P5KP/3R4 b - - 3 28,0.23399999999999999,149.89386
335409,3R2n1/5pk1/4p1p1/3qP2r/1p1P1P1B/1r3N1P/6PK/4Q3 b - - 4 39,0.24,149.87573
9580498,3nk2r/1p4bp/p1r1P1p1/3Nn1q1/3B4/1Q6/PPP2RPP/5R1K b k - 2 28,0.986,149.8754
7229454,5k2/3n1pbQ/1r4p1/3Pp1P1/p3q3/Pp1N4/1PrB4/1K1R1R2 w - - 2 38,1.0,149.81602
4478904,4r1k1/P4p1p/1N2p1pb/2r3q1/2pQ1N2/4Pb2/5PPP/2RR2K1 b - - 0 30,0.006,149.77855
13845603,6rk/5p1p/r7/3P1P2/1b2N2R/1ppQP3/7K/8 w - - 0 39,0.0,149.75984
987117,r5k1/2P4p/p5pb/3P1R1n/2P5/3q2P1/1B1N2QP/7K b - - 0 29,1.0,149.72182
7872131,b2r2k1/b2r1pp1/p2Nq1np/4P3/P1p3N1/2B3RP/1PQ2P1K/4R3 b - - 3 32,0.968,149.71588
1448115,2kr4/p3pR2/P7/2qpP2N/2rn3p/4Q3/1P4PP/5R1K b - - 4 30,0.0,149.68178
4817230,1kr5/1b6/pP2Q3/N1b4p/4n1p1/4N3/3r1qPP/R3R2K b - - 1 38,0.0,149.63783
8967506,1n1q4/6pp/2Pk4/p1bBr3/1p2P3/1P3QP1/5P1P/2R3K1 b - - 4 26,0.0,149.603
2849257,7k/1p1b1pp1/1b3q1p/3p4/pP1Nr2n/r1PQB2P/P2R1PP1/1BR3K1 w - - 8 34,1.0,149.58289
5113985,8/p3k3/3Npp2/b1P4p/3P1nrP/5B2/q4P2/1R3Q1K b - - 5 35,0.0,149.54738
8222118,1q4k1/5rp1/7p/1PP1n1b1/1BnNpp2/3p2PP/5PBK/3QR3 w - - 0 34,0.0,149.48898
8986267,b2q3r/p2n1kp1/4Rn1p/PQ1p4/1brP1B1P/5NPB/4RP2/6K1 b - - 6 23,0.0,149.41757
9930763,1r6/pNr2ppk/PbbN3p/2p1pPq1/2P1P3/3R2PP/4Q2K/3R4 b - - 0 39,0.22399999999999998,149.39484
1395911,r1r2nk1/3b2b1/1q3pp1/2NP4/1pP3PQ/1P1N1p1n/1BK5/4RR1B b - - 0 33,0.28600000000000003,149.37134
10596284,5n1R/3k1pp1/pp1P4/2pP1q2/P3rNb1/2P5/2P2Q2/1K4B1 w - - 3 34,0.0,149.32463
1815652,8/1Q3q1k/2n4p/2p1n1pN/p1Pp1B2/P2b3p/1P5P/4R1K1 w - - 5 37,0.0,149.30424
9185509,2kr4/p1p2Q1p/b1p5/5Pp1/2Pq4/PPN1R3/2K1R1PP/7r b - - 0 28,0.0,149.24927
1717706,q3n1k1/5pp1/p1Np1b1P/5P2/5Q1n/1P4NP/PBR4K/4r3 b - - 6 37,0.96,149.24855
11308667,6k1/2p2rpp/4bn2/pPPn4/P1Q1p3/R5Pq/6N1/4BRK1 w - - 6 34,0.0,149.22346
12360293,3r4/5pkp/1R1P2p1/2pNp3/2q1n3/r6P/1Q3PP1/3R2K1 b - - 4 31,0.0,149.21803
6833160,5k2/4bp2/p3b2p/8/N1P1Br1q/1P3Pp1/P3K1P1/3R2Q1 w - - 5 34,0.0,149.19536
8566128,2r5/Pp2kBpp/3pP3/5pb1/8/1K1R4/4Nq1P/2R5 b - - 2 32,0.0,149.12547
6286594,1b3k2/1p1Q4/1Pp3pp/2Pp1p2/4rP1q/1N2PR1P/2r3P1/R6K b - - 0 39,0.0,148.8485
6127302,4k3/4p1b1/3p2P1/2pPnBB1/qpP5/3P4/rP6/1R3Q1K b - - 4 38,0.27399999999999997,148.8453
1379244,5r1k/p1qP2pp/b1p1Qp2/2b2N2/2p2P2/2B3PB/P6P/4nK2 b - - 4 29,0.0,148.81116
8036523,5r1k/1p2q1nb/p2N4/P2Pp3/1P2Nr2/5PQp/7P/3B2RK b - - 3 37,0.238,148.77823
11856044,5nk1/3bR1b1/1q3pp1/2NP2n1/1pP3P1/1P3p2/rBK2Q2/5R1B b - - 2 36,1.0,148.64777
13532351,2r3k1/3r2pp/1pbbNP2/p3p1PB/2P1p2q/P1BnP3/4Q2P/R4RK1 b - - 0 26,0.0,148.54605
4470465,r6k/4qp1p/4b2N/2p1b1PB/1p2PN2/2p5/3Q2PP/5R1K w - - 0 40,0.0,148.53252
6089449,r3kb1r/3n1pp1/n3p3/1Nqb2Bp/3N3Q/P2R4/1PP3PP/2K1R3 b kq - 0 18,0.124,148.50922
4705550,4r1k1/3bp1b1/1qNp2p1/pp1P2Bn/6pQ/1B6/PnP5/2KR3R w - - 2 24,0.0,148.49402
6289782,2r1r3/pp1bpNk1/1n6/3P2p1/8/qPbQR1P1/P1R2PBP/6K1 b - - 0 24,0.9179999999999999,148.39348
9913692,5k2/5rbQ/3p2R1/2nqp1B1/ppNn4/5r2/PP3P2/2R2K1N b - - 0 35,0.0,148.3549
6871406,8/6k1/B2N1np1/2RPn1r1/1p2Pp1r/1P3PqP/PQ3RP1/7K b - - 0 32,0.0,148.33209
432684,2b3rk/p4p1p/2p2P2/2Pp3Q/1rnPp1P1/qN6/P6P/R3RB1K w - - 2 31,0.0,148.26991
7071683,1r5k/3b4/p2N1n2/2pP2Nq/2P5/Pn1Q2PP/5P2/4R1K1 b - - 0 33,0.5579999999999999,148.22212
8340697,5r1k/1R4pp/2P3r1/1P6/2q2P1P/3p4/5Q1K/4R3 w - - 0 40,0.0,148.20897
604707,1k1r4/p1q3b1/2p5/P1Rnpp1p/Rp3rpP/1Q6/1B3PP1/5BK1 w - - 8 37,0.53,148.19986
6553100,k1r5/pb6/1p1n1P1Q/2p3P1/q2pnN1P/5R2/PPP1B3/1K1R4 b - - 5 36,0.9359999999999999,148.19229
2347015,2r3k1/3qbr1p/p1n1R2B/1p5p/2P1Q3/1P1PR3/1P3PP1/6K1 b - - 3 31,0.768,148.16699
9556234,4rk2/1R2n2p/8/p2PPpp1/5P2/1Pq3K1/P4QBP/8 w - - 2 38,0.0,148.15399
7792523,1nbk1r2/r3bB1p/3p3P/2q2pPQ/pp1N1P2/4R3/PPP5/1K1R4 b - - 0 28,0.0,148.13593
10036575,6rk/4pb1p/2Rpq2b/NB1n4/PP1P2n1/Q5P1/5PN1/2B3K1 w - - 7 40,0.784,148.07404
1318549,2rk4/r3bR1p/3p2p1/3P3p/pp1B3P/8/PPq5/K2RQ3 b - - 6 33,0.0,147.99532
2768791,q5k1/4bpp1/6r1/2NnB3/PPQP3p/2p3P1/5P2/4RK2 w - - 0 36,0.27,147.98767
5684664,4rr1k/4N1bp/Q2P2p1/4n3/1B2pp1P/Pq2P1P1/5PK1/2R2B2 w - - 0 37,0.136,147.98561
3579628,3r1rk1/1b1n1q1p/1p4p1/p2n2P1/1b1PN1B1/1Q2PNR1/1B3P2/3R2K1 b - - 5 30,0.104,147.98044
2643335,3r2k1/5pb1/p2Np1P1/2n1P1N1/5P2/5RQ1/r2qp3/4R1K1 b - - 0 33,0.17400000000000002,147.9261
11018805,8/p1q2rkp/1p3rp1/5n1P/1PP1Q1B1/6p1/P7/3R1RK1 w - - 3 29,0.016,147.9121
13128482,2R5/1p3pk1/p2b1np1/3P3r/1PBB1r1p/q1P5/3R2PP/3Q2K1 w - - 3 34,0.586,147.89716
7548768,2q4k/2p1RBbp/2bp2p1/1p3r2/7B/2P2N2/1P2QPnP/6K1 w - - 2 27,0.856,147.89676
11220701,5r1k/pp5p/3p2b1/P2Pn3/1q2p3/2N1Q1RP/R3NrPK/8 w - - 16 39,0.0,147.87401
4661657,8/2r4k/p2pR3/2pPbqrp/2P1Rp1P/B1P2Q2/P4PP1/4K3 b - - 0 37,0.31,147.79932
6470540,3r4/1Bp5/1b4k1/p4pnp/7q/2P5/PP2QPpB/4R1K1 w - - 0 29,0.278,147.78459
12175561,3r2k1/1R3pp1/3rb2p/p2BR3/P1P1Q2P/5P2/q5P1/6K1 b - - 0 30,0.0,147.77637
1997407,2r3k1/8/Q6p/1p1Pb1p1/3Np2r/PPq5/K1P1R2P/3R4 b - - 2 40,1.0,147.74153
6186007,5rk1/2r1qp1p/5RpQ/3pP2n/3P4/2p1P2P/2B2RP1/6K1 b - - 1 38,0.866,147.70549
10359554,2r4k/1R3pbp/p1nr1Np1/3Nn1P1/2p5/4Q2P/P7/7K w - - 15 40,0.504,147.68275
12674675,5r2/4ppk1/2p3p1/q3p1Np/3P2bP/PpnB4/1Q6/2K2R1R w - - 0 30,0.332,147.62706
9788505,1b1r1r1k/1R3ppp/p7/2qNn3/P2N2bP/6P1/2PQ1PB1/1R4K1 b - - 0 27,0.212,147.5608
6310793,b7/5rkp/6p1/1P3P2/4qNPB/1p1pn3/1P3Q1K/6R1 w - - 0 35,0.34400000000000003,147.51872
6414882,2rq3k/1p3r1p/2n1R1nB/3p1pPN/3P4/pP3N1K/Pb2R2P/3Q4 b - - 7 30,0.238,147.44989
7882742,2krq2b/pppr4/2np3p/3NpN2/1PQPpP2/2P5/P6P/5RRK b - - 4 24,0.158,147.32506
5698947,1n2r1k1/1q1n1p2/r5pP/2P5/p2PN2Q/7R/1p1N1P1P/4RK2 w - - 2 27,0.01,147.30913
11015980,2rr2k1/p4ppn/Pp6/1B1p1N1P/1P4R1/2P3Q1/6PK/2q5 b - - 2 37,0.0,147.29356
6353171,6rk/1Q1R1p1p/pp4rq/2b1pp2/2P3n1/1P3NP1/P3NPKP/5R2 w - - 0 31,0.312,147.23376
2913995,1RQ5/5rkp/p3n3/2pq2p1/5pP1/2p1b2K/P3PN1P/5R2 w - - 8 38,0.0,147.1704
4143289,1r4k1/5q1p/3Q2p1/2pP4/2PbRPP1/2NK1n2/1r1BR2P/8 b - - 2 38,0.0,147.118
9004244,2kq4/bn3p2/8/1Q2BN1p/6pP/2p5/2B2Pb1/1K6 b - - 0 38,0.0,147.05203
11361315,8/6pk/1pr5/1R1pPp2/3P1q1p/p2QnP1P/5RP1/7K w - - 4 38,0.0,147.05063
4243594,r5k1/1b1P1p2/4p1r1/P1q4p/1nP3pP/2Q2PB1/6PK/3R1R2 b - - 0 36,0.0,147.05035
4431005,r3kr2/3n1pQ1/2p1p3/p2pP1B1/1qb3NR/6N1/5PP1/6K1 b q - 9 28,0.0,147.02956
6754702,1R3bk1/p2q1pp1/1p2n3/4B1r1/1PQp2Pp/P4P2/5K1P/3R4 w - - 1 36,0.0,146.98357
5221569,1k3r2/1pp2p1R/1q2p1p1/p3Qn2/P1Br1PR1/2N5/1PK2P2/8 w - - 0 28,0.376,146.90617
9127751,6k1/5p2/Bppnrq1p/p3n1pR/P3Pp2/1PN5/1B2Q1PP/7K w - - 0 30,1.0,146.89499
881916,2r2k2/p4Ppp/8/q7/2p3N1/bp4P1/4QP1P/4R1K1 b - - 2 33,0.0,146.81435
10293964,2q5/5k2/1p4bp/nPP3p1/3Pn3/4N1P1/1Q3PB1/7K b - - 2 35,0.0,146.76006
3213494,2Q3k1/1p1P1rb1/bN1B3p/3Pp3/4Pppq/3N1n2/5PPP/1R5K b - - 8 33,0.0,146.71939
98870,3q2k1/1p3p2/p5p1/3B2P1/3b1N1Q/P3r3/1PrN2K1/3R4 w - - 0 29,0.0,146.67102
666551,r1bk1b1r/pp2n1pp/3Npp2/1BP1n1B1/Q7/8/PP3PqP/2KR3R b - - 1 15,1.0,146.66998
9316902,2r3r1/2q1knBp/4p2P/pp1pPppQ/3n4/3N1P2/R1P3PK/1R6 w - - 0 36,0.0,146.63316
8886296,6k1/2p2rpp/5n2/pPPn4/P1Q1p1b1/6Pq/6N1/R3BRK1 w - - 4 33,0.12,146.5258
9577328,r2q1r2/1b2p1kp/4Bppb/2nPP1N1/2PN1P2/8/3Q3P/2R1R1K1 b - - 2 26,0.738,146.50806
13520486,7r/1p3k1p/2b2bnQ/p2p1N2/7q/PP3R2/5PPP/3R3K b - - 8 27,0.0,146.48894
11558505,1Rb5/r2qp1k1/pR1p1p2/P1rP3p/2B3pP/3PQ3/5PPK/8 b - - 13 39,0.248,146.48022
1196599,r5k1/5rpp/3n2q1/3Rp3/1Qn1P3/6NB/PP5P/1K5R w - - 1 26,0.0,146.4015
10373336,1k6/2p5/ppnq4/6rP/P1BPprN1/2P4R/4QK2/5R2 w - - 0 31,0.0,146.35722
5231546,3r1k2/R4pp1/4qb1P/3p1N2/1r6/3P1QP1/1p3PK1/1R6 b - - 0 39,0.0,146.30006
3418233,5rk1/3nr2p/8/1P1Bp1qb/P2B1n2/7P/3Q2P1/2R1R2K b - - 2 32,0.26,146.27327
2925346,2r3k1/5pp1/p1P5/Np1nqP2/4p3/P2r3P/1P2Q1P1/2R2R1K w - - 1 30,0.0,146.23444
2418436,r4rk1/pRpq1p1p/6pP/4p3/2bPP3/b1PnBNP1/P2K1PB1/1Q5R w - - 4 18,0.17,146.20393
1663171,1r4k1/3r2p1/B1p1q2p/2Qn4/PP2pp2/B1b3P1/5P1P/3R1RK1 w - - 0 28,0.0,146.19261
12821933,3r4/1R1b3k/p2P4/P2P2q1/1P1Q4/5pp1/5R2/6K1 b - - 0 39,0.0,146.0913
4424007,7k/p2n1p1p/bp4p1/3Pp1P1/q3Pn2/PNr1BQ1P/3N1R2/1B1K4 w - - 3 27,0.8420000000000001,146.08806
2247123,3rb1k1/R4pp1/7p/2p3q1/P1Br1nN1/4R2P/2Q2PP1/6K1 b - - 5 28,0.098,146.06877
5616980,3r2k1/1b1qbppp/1n2p3/2p1P1PQ/1pPn1P2/3PB1N1/r4NBP/2R2RK1 w - - 3 22,0.0,146.0287
11846831,8/p3b2R/1kp1p3/1p1n4/q2P1Pp1/2P2r2/1P1KN3/1Q3R2 w - - 10 39,0.0,145.98909
11681034,2b5/r1q1kpr1/1p1RpN2/p1n1P1p1/P1P4p/B2Q4/5PPP/3R2K1 b - - 3 34,0.0,145.81975
3913600,4r1k1/5q2/2Qp4/2pP1B2/2P2Pp1/1p4Pp/5b1P/5R1K w - - 0 39,0.258,145.79175
9743607,5rk1/2p2rp1/1q2p1N1/1n1p4/1P1Pn2p/p3Q1PP/P3R1K1/BR6 w - - 0 33,0.0,145.73239
4132398,r4nk1/6p1/1prN1p1p/3pPP2/p2P3Q/2q5/6RP/5RK1 b - - 1 40,0.042,145.67528
3992950,q3r1k1/5p2/4r2B/2P3p1/P1Q1n3/5NPP/4RbK1/4R3 w - - 0 32,0.0,145.60692
7317701,2r1k1r1/6b1/pQb1p1RB/1p1pPq1p/7P/8/PP6/K5R1 b - - 3 26,0.0,145.56723
12658637,3r1bk1/1b3pp1/p4n2/Pp2QNB1/8/2P2q2/B6P/R3R1K1 w - - 0 28,0.0,145.56496
8585267,2r5/p1r1p1bk/2P1q2p/1QR1N3/3B1Ppp/4P3/P7/6K1 w - - 0 38,0.742,145.56111
12176067,r5nk/3Nn1b1/2bN2pp/2B1p3/2B1P3/1Q6/5qPP/3R3K b - - 9 31,0.0,145.51656
3208145,5rk1/p5bp/1p3qp1/P5N1/3pQnP1/r6P/3B1P2/1R3RK1 w - - 2 25,0.0,145.44833
3061025,5rk1/3n1p1p/4p1pP/N2nP3/4Q1N1/R2P2P1/1qr2PK1/R7 b - - 1 29,0.094,145.42128
235079,6k1/1Q6/1N1pb3/4b1q1/p1Pn1r2/4R2P/PP3PP1/5RK1 w - - 1 28,0.128,145.37923
3665565,6rk/6q1/1p1P3b/p1p1N3/P3Bp2/1P1P1Q1P/5P1K/1R4r1 b - - 6 38,0.262,145.37068
12231725,2r3k1/5p1p/3Q2p1/Pb6/4PP2/B1b3PP/4q1BK/3R4 b - - 4 31,0.0,145.3421
6117114,4k3/pp3pp1/2q1p1r1/2PrP2p/P1NnR3/BP3nP1/5PK1/RQ6 w - - 7 25,0.5579999999999999,145.34192
12633070,2r5/5p1p/P2Q2pk/3B4/1p6/3Pq2P/2P1n1PK/5R2 b - - 4 32,0.0,145.2678
7081306,1q2kr2/5pQ1/R1b1p2p/2b3P1/2PBn2P/1N3p2/1K6/2R5 b - - 2 30,0.16399999999999998,145.13525
9341532,3r2k1/1p3ppp/p1bP1q2/3BnP1Q/1P6/P2pr1B1/6PP/2RR2K1 w - - 2 31,0.08199999999999999,145.08705
5804106,4q3/2R5/4P2r/p2PNb1k/2Q1n1p1/1P4Pp/P3B2P/6K1 w - - 5 40,0.0,145.08315
1776223,3rk3/5p1p/3p1Prb/pb1PpB1Q/4Nq1P/pP6/K1P5/3R3R b - - 1 29,0.0,144.90761
4196460,3r1r1k/1Rp1q1p1/p3n1B1/8/5N2/P3PnP1/1BQ2P1P/5K2 w - - 3 27,0.0,144.63977
9254269,2bN1rk1/2P5/2R3pp/5p2/1q3P2/p3pBP1/Qb1rP2P/5R1K b - - 9 39,0.0,144.63579
5245523,8/4r1k1/2R1pp1p/p2p3Q/P3nN1P/4q1r1/1P4P1/2R4K w - - 0 36,0.0,144.53244
4495730,1r4k1/p4p1p/3P2q1/4P3/2p2PP1/2Qb1BK1/8/7R b - - 0 33,0.0,144.50285
13048465,1kr5/p2n1RQp/2qP4/P7/1ppB4/3r4/6PP/5RK1 b - - 5 31,0.0,144.46489
10900893,6k1/5pp1/Q4n1p/PN1p4/1p1P1P2/6RP/1PPqr1PK/8 b - - 6 31,0.0,144.42674
2176474,1Rb3rk/5p1p/3n1PB1/1Pq1p1QP/2Pp4/3P2P1/5P2/6K1 b - - 0 34,0.0,144.21596
10888156,3r4/p3k1p1/1pQ1p3/2n1q2p/6nb/P1P3N1/1P5P/R1BKR3 w - - 3 23,0.0,144.16359
9566052,6k1/2N2pp1/3P4/Pp4q1/1P1r2n1/6Q1/5PP1/2R3K1 b - - 2 39,0.9740000000000001,144.11755
3059233,4bnk1/pp2q2p/2r2ppQ/P2p1P2/3Pn1NP/3BPR2/8/4rNRK b - - 4 32,0.0,144.11166
5155568,8/pp1rN1bk/n2P2p1/4p1B1/4P1p1/P4q2/3Q4/3RK3 w - - 0 28,0.0,144.07072
5744619,r7/p4qb1/1pPR2rk/1P2P3/P4pp1/3Q4/3B1PP1/6K1 b - - 3 34,0.0,144.06764
11169109,2r2rk1/pp5p/5Pp1/2pPn3/3nNRP1/7N/PP1Q2Pq/2K2B2 b - - 2 25,0.04,144.01512
729438,5R2/1kn3p1/4p3/1q1pP2p/2rn3B/1p4P1/1Q3P1P/5BK1 w - - 2 36,0.8280000000000001,143.90474
8145134,3r2k1/6q1/1R3n2/p2pNr2/Pn1P1b2/1QN2B2/1P3BP1/6K1 b - - 4 35,0.032,143.87479
4995604,1brr3k/1q4pp/p7/2n1pN2/PpN3Q1/1Pn1P2P/1BR3P1/5RK1 b - - 5 29,0.0,143.86232
9481173,5rk1/p5q1/1p2p1p1/2p1nr1n/2P1N3/3PPP2/P5QN/1R3KR1 w - - 8 31,0.0,143.85077
10192164,6k1/1p3p2/p2q2p1/Pb2N3/1N1Pp2Q/2Pn4/1P2r2P/6RK w - - 2 38,0.0,143.83368
11517954,8/pq3pk1/6p1/4P1n1/PPpP1Rr1/4Q1N1/1P5r/4RK2 w - - 7 37,0.0,143.75961
7748881,r4k1r/p4ppp/1q6/3P4/1n2NBn1/1P3N2/P4PPP/b2QR1K1 b - - 2 19,0.0,143.74522
12184415,8/1RR2pk1/3r2q1/4n3/4rp2/1B1p3P/P2Q1PP1/6K1 w - - 2 38,0.0,143.66
4692152,4r1k1/2R2p2/6p1/8/1q1BPn2/3nQ3/P1p3PP/5R1K b - - 1 31,0.386,143.65811
3833741,3r4/1p1b1k2/p1qPpp2/4R1b1/2P4r/1P1N1pQ1/PB3P1P/3R2K1 b - - 2 27,0.1,143.60461
5714257,8/nbp3kp/6p1/pP1P1pN1/1bP1rp2/pNq4P/Q4PP1/1R3BK1 b - - 5 30,0.276,143.59457
12982622,3q2k1/1B3r2/1N1p4/5p1n/2Pb2p1/3P2P1/8/1R1QRK2 w - - 1 30,0.0,143.57507
2778856,4r1k1/pb3p1p/1q1P2pB/1p6/3bBP2/2p3N1/P3QRPP/6K1 w - - 1 28,0.28,143.53247
3221103,b3r1k1/3q1ppn/p1N4p/1pRP1N2/1P2r2P/5QP1/P4PK1/2R5 b - - 8 32,0.54,143.50977
5285060,2b2k2/2q3b1/p3p1Q1/3pPPP1/1p1Nn1r1/1P2B3/8/5K1R b - - 4 39,0.0,143.50255
8626120,3rr2k/5p1p/Q4Np1/4n1P1/4P1B1/2pp3P/P4q2/1K1RR3 w - - 2 35,0.0,143.49396
8137820,5k2/4q1p1/Qn1Np3/3nPp2/1r5r/1N3R2/1PP5/1K1R4 b - - 0 27,0.0,143.44841
412608,8/p5pk/2n5/2prqp2/2Q1p1p1/4P1Rb/P2NKP1P/3R4 w - - 2 31,0.852,143.43782
8310638,2r3k1/1Q3ppp/1n1B4/p7/PpBn1PP1/1Pq5/2r4P/3R1R1K b - - 4 30,0.434,143.42543
9811708,1Rn2r1k/p1Pq2b1/3P2p1/2Q1p3/2P1p2p/4BrP1/P4PKP/3R4 w - - 0 33,0.0,143.40756
4631818,4r1k1/3q1pp1/1R5p/p1Bp2nQ/P2Pp2n/2r1P2P/1R3PP1/5NK1 b - - 5 27,0.0,143.39375
12222393,6k1/p2n2pp/3N4/1Ppp4/4p2q/1P2Pr2/PBQ2n1P/R1K2B2 w - - 0 21,0.0,143.39183
836331,3r1rk1/1p1n1pp1/2p1p2p/p3P2Q/P2qNR2/1P1P2PP/2P1R2K/8 b - - 6 25,0.0,143.38931
9020967,5rk1/p5pp/6r1/3nR2q/Pp1PQ2P/5N2/1P2PpK1/5R2 w - - 0 30,0.0,143.32297
4685346,7k/2Bq2pp/p2Ppnr1/P7/1p4P1/2p1N2P/2P1QP1b/2R2K2 b - - 1 36,1.0,143.31453
12622670,3q3r/kp1P2p1/p1pRBpb1/2P3r1/PP6/7P/5Q2/4R2K b - - 0 36,0.618,143.29332
9597154,4rk2/1q3pp1/pp2p3/4P3/1b1NnPP1/1pr1B2Q/P6R/5RK1 w - - 4 28,0.0,143.27269
13531577,5qk1/R1p2pp1/2b1r1np/4pN2/p3N1Q1/2Pr2PP/P4P2/4R1K1 w - - 0 35,0.0,143.11705
2657273,1qr1r3/1b1R1Q1p/pp2n1pk/2b1p2n/2P1P2B/1PN3P1/P1R4P/1B5K b - - 1 28,0.0,143.1131
13429077,4Q3/1r1n1pk1/3B2p1/1q1P3p/2p1P3/3nNP2/1b4PP/1R3NK1 b - - 1 31,0.114,143.06561
7115267,2r1kbn1/1b3pp1/pR6/1p2qNp1/4P3/2N1BQ2/Pr6/K4R2 b - - 1 23,0.8640000000000001,143.04808
